"","X","date","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District.of.Columbia","Florida","Georgia","Guam","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New.Hampshire","New.Jersey","New.Mexico","New.York","North.Carolina","North.Dakota","Northern.Mariana.Islands","Ohio","Oklahoma","Oregon","Pennsylvania","Puerto.Rico","Rhode.Island","South.Carolina","South.Dakota","Tennessee","Texas","Utah","Vermont","Virgin.Islands","Virginia","Washington","West.Virginia","Wisconsin","Wyoming"
"1",1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",3,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",4,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",5,"1",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",6,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",7,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",8,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",9,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",10,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",11,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",12,"1",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",13,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",14,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",15,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"16",16,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",17,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",18,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",19,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",20,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",21,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",22,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"23",23,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"24",24,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",25,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",26,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",27,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",28,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",29,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",30,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",31,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"32",32,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",33,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",34,"1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0
"35",35,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"36",36,"1",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",37,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",38,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
"39",39,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"40",40,"1",0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0
"41",41,"1",0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"42",42,"1",0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"43",43,"1",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0
"44",44,"1",0,0,0,0,12,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,28,0,0,0
"45",45,"1",0,0,1,0,14,6,0,0,0,3,1,0,1,0,1,1,0,0,1,0,0,0,5,0,1,0,0,0,1,0,0,2,0,22,1,0,0,0,1,0,2,0,1,2,0,0,3,2,0,0,0,11,0,0,0
"46",46,"1",0,0,2,0,19,0,0,0,1,5,4,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,2,0,0,45,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,1,24,0,0,0
"47",47,"1",0,0,0,0,12,0,1,0,0,1,4,0,1,0,1,1,3,0,3,0,0,2,15,0,1,0,0,0,2,2,0,2,0,17,0,0,0,0,0,7,2,0,0,4,0,2,4,0,0,0,1,31,0,0,0
"48",48,"1",0,0,1,0,60,4,1,0,3,1,6,0,0,0,4,2,5,0,1,1,0,1,13,0,0,0,0,0,0,0,0,5,0,36,5,0,0,3,0,0,4,0,0,1,0,1,1,0,0,0,3,38,0,1,0
"49",49,"1",0,0,0,0,7,5,0,0,0,9,5,0,0,0,8,2,5,0,2,5,0,3,51,2,1,0,0,0,1,0,1,4,0,31,0,0,0,0,1,1,2,0,2,2,5,3,7,1,0,0,3,100,0,1,0
"50",50,"1",0,0,3,1,23,17,1,1,6,3,9,0,0,0,6,5,1,0,0,7,0,4,3,0,2,1,0,0,6,3,0,8,4,44,1,1,0,1,0,6,4,0,0,1,3,1,2,1,1,0,2,59,0,3,1
"51",51,"1",0,1,0,5,50,15,3,3,0,20,0,0,0,0,7,1,2,4,4,1,1,0,13,10,4,0,1,0,1,4,1,6,2,109,8,0,0,1,0,10,6,0,0,2,0,10,8,2,0,0,7,81,0,2,0
"52",52,"1",6,0,0,1,68,29,5,0,0,24,10,0,0,1,14,0,1,1,0,22,1,5,15,13,5,5,2,4,3,8,1,21,4,95,2,0,0,8,1,0,19,3,15,1,1,8,17,0,0,0,13,92,0,11,1
"53",53,"1",6,0,3,2,61,25,9,0,6,0,24,0,2,4,20,3,1,2,7,41,1,9,15,8,7,0,1,2,2,2,0,25,3,189,7,0,0,13,1,6,6,1,0,6,0,6,11,14,3,1,12,98,0,8,1
"54",54,"1",11,0,1,7,97,33,6,3,1,39,32,3,3,0,28,4,4,1,3,26,9,5,26,20,14,4,0,0,2,5,6,23,4,122,7,0,0,11,4,3,21,1,0,9,0,7,11,8,3,0,3,66,0,6,0
"55",55,"1",6,2,5,6,110,25,15,1,5,32,21,0,3,0,10,5,0,2,1,34,5,7,33,1,19,2,4,2,2,19,4,78,4,218,2,0,0,13,2,7,13,0,1,5,1,13,7,11,4,1,6,119,0,14,7
"56",56,"1",10,3,2,0,144,22,27,8,9,69,24,0,4,4,55,6,7,6,4,59,15,18,21,11,6,9,7,0,3,10,9,92,2,425,8,4,0,17,8,20,20,0,2,14,1,21,19,11,2,0,16,114,1,25,5
"57",57,"1",12,3,8,11,161,33,28,10,5,116,51,5,2,2,127,9,9,5,9,84,11,28,38,15,17,13,5,4,7,27,13,159,5,1012,24,2,0,23,11,8,38,0,10,13,0,25,60,14,5,1,11,118,1,34,2
"58",58,"1",27,3,19,29,174,62,63,4,3,108,89,4,10,12,134,17,6,13,12,112,9,23,72,254,12,16,14,7,4,17,5,308,7,1774,38,12,0,30,15,13,48,1,11,21,3,57,82,15,3,0,16,202,3,49,1
"59",59,"1",28,2,23,38,216,86,35,9,32,130,200,2,11,8,163,25,1,14,16,145,5,42,85,214,26,30,38,0,6,66,11,161,8,2952,40,8,0,49,5,27,82,8,0,45,0,82,138,32,7,3,21,176,3,61,4
"60",60,"1",25,7,34,18,261,111,29,6,6,200,70,1,11,11,168,47,23,8,21,226,13,45,112,239,23,60,20,10,8,0,10,440,14,3258,40,1,0,78,4,23,119,7,22,46,0,75,161,26,20,0,37,251,4,65,2
"61",61,"1",26,1,49,47,307,116,104,11,21,236,68,12,8,5,296,76,22,9,19,74,19,50,121,246,33,67,37,5,1,25,13,578,8,4817,85,2,0,104,14,24,116,2,17,22,7,112,92,44,3,11,67,189,4,101,2
"62",62,"1",39,14,81,36,389,130,88,31,18,222,180,2,21,3,238,60,15,16,21,335,18,45,131,291,64,42,53,11,11,75,23,930,18,5711,33,2,0,93,14,30,140,8,23,105,7,98,89,75,23,0,35,257,0,36,2
"63",63,"1",46,6,92,30,404,191,203,17,21,245,295,3,13,23,250,107,19,20,33,216,11,59,382,467,29,71,72,6,4,50,7,831,17,4805,95,5,0,120,25,18,207,8,18,43,2,156,129,42,20,0,37,368,23,63,9
"64",64,"1",144,17,76,76,539,174,257,15,46,504,290,0,5,50,339,113,23,32,41,407,24,74,679,502,25,56,129,14,7,90,29,727,13,7413,165,8,0,143,58,57,300,12,8,83,11,128,275,47,28,0,99,116,12,142,12
"65",65,"1",152,10,106,43,877,346,137,24,48,507,256,17,11,66,664,177,32,39,50,510,13,158,579,584,57,110,124,25,7,130,21,2474,23,5941,77,13,0,160,84,50,539,13,33,31,5,175,410,56,35,0,213,623,25,131,7
"66",66,"1",101,16,157,35,855,303,279,22,36,720,557,4,14,43,491,331,57,40,54,441,13,209,823,778,52,93,162,31,11,86,29,1949,55,5688,145,10,0,277,74,99,527,15,38,86,12,199,429,78,26,2,2,562,20,176,18
"67",67,"1",81,17,108,24,651,326,233,49,37,840,249,4,31,30,518,247,62,59,92,569,43,276,1017,979,44,90,167,26,20,117,27,2299,19,8771,188,25,2,262,55,65,598,21,36,119,10,183,410,128,27,0,134,541,17,112,11
"68",68,"1",110,12,157,40,755,254,469,18,38,905,236,1,24,48,1068,283,38,61,45,224,42,178,698,852,62,90,65,14,16,182,44,2262,27,6266,194,4,0,259,52,69,626,27,55,114,22,206,341,111,24,4,150,586,11,78,3
"69",69,"1",117,6,239,59,1100,313,578,32,59,752,349,2,29,105,455,275,88,41,41,485,22,171,797,1022,72,89,147,16,47,124,56,3250,45,7721,137,12,0,268,52,58,715,47,114,150,10,152,343,87,21,7,131,283,21,149,8
"70",70,"1",52,13,129,56,1162,362,557,55,94,1047,1084,79,20,111,922,380,74,61,110,1213,28,247,868,1121,53,89,301,21,14,69,53,2060,33,8707,224,17,0,266,85,83,841,65,80,158,7,328,523,81,37,0,229,113,17,82,25
"71",71,"1",109,10,115,60,1274,356,429,49,91,1027,631,8,34,143,986,401,51,54,84,1187,41,323,1118,1663,60,136,230,21,50,166,48,3559,48,8153,64,21,4,349,153,47,808,47,78,210,22,640,814,125,28,0,262,296,29,201,17
"72",72,"1",162,3,187,59,1333,382,267,25,67,1231,697,5,25,222,717,478,65,65,73,2728,32,346,1228,1499,53,104,254,22,24,179,64,3335,40,8996,267,12,2,355,160,90,1216,30,91,261,36,179,550,65,17,7,195,997,26,178,16
"73",73,"1",265,10,169,55,1379,454,1091,57,104,1260,523,2,34,121,1209,399,85,71,15,1147,56,427,1436,1878,47,181,279,21,24,91,61,4305,92,10329,235,14,0,409,110,72,1399,62,54,146,22,164,821,171,51,1,305,381,25,186,13
"74",74,"1",97,13,250,5,1227,392,361,143,145,1277,416,69,32,64,1453,520,87,77,147,2201,24,367,1334,1556,76,97,178,19,42,209,81,4229,49,12274,309,13,0,427,170,101,1690,74,95,217,25,233,793,178,72,4,397,532,40,196,22
"75",75,"1",208,14,250,110,1406,376,399,80,96,805,359,42,20,24,919,462,82,67,139,514,14,484,764,1408,70,183,76,17,38,122,48,3381,80,8122,183,21,0,304,92,68,1480,23,116,132,28,273,551,192,51,0,228,486,43,155,11
"76",76,"1",165,6,197,74,1159,222,1231,110,99,1279,816,1,16,70,986,549,78,85,9,1853,29,436,1337,1496,51,100,355,21,61,91,46,3585,62,9304,285,18,0,407,75,64,1485,38,160,183,48,215,1033,44,31,2,241,400,22,173,13
"77",77,"1",192,22,111,70,1179,257,875,145,114,1118,1598,8,23,40,1287,558,102,51,232,1417,20,326,1365,1722,83,177,315,0,53,130,32,3326,108,8314,350,12,0,333,144,49,1507,60,147,185,32,257,818,75,32,1,455,298,66,138,8
"78",78,"1",301,13,149,80,1503,226,1000,188,229,951,1048,135,25,22,1529,442,97,150,104,746,18,1158,1588,1369,85,88,290,13,47,217,41,3021,71,9568,203,14,3,366,53,58,1832,47,221,135,73,236,929,123,30,1,312,415,70,178,9
"79",79,"1",340,9,292,69,1148,547,1003,93,83,1129,681,133,7,134,1344,414,125,61,132,1253,23,656,2151,1155,88,257,212,22,56,138,31,3590,124,10765,228,18,0,364,160,82,1965,63,277,240,54,210,1475,120,23,4,397,511,41,129,73
"80",80,"1",170,11,94,56,1175,308,754,117,137,1141,974,35,23,59,1465,560,118,64,177,970,26,783,2033,1271,93,209,260,11,84,150,66,3561,101,10794,255,9,0,366,111,50,1749,42,288,273,89,337,919,123,51,1,468,279,13,183,17
"81",81,"1",254,11,281,26,1055,383,972,153,118,1018,402,104,21,13,1293,534,122,102,149,761,30,726,1886,1209,92,173,225,12,40,114,44,3563,84,10160,404,15,0,372,74,76,1646,63,334,142,90,190,917,105,32,0,567,339,56,145,23
"82",82,"1",321,15,146,52,902,410,525,146,97,877,-158,35,13,19,1672,496,77,55,112,581,17,531,2615,641,194,139,136,10,87,140,56,3699,71,8435,210,15,0,354,102,80,1181,109,316,112,103,161,568,97,16,0,197,187,22,128,21
"83",83,"1",222,5,163,195,1011,388,1346,136,80,1156,1022,3,5,42,1173,310,123,47,85,421,65,711,1392,994,29,161,228,7,65,176,35,2734,100,6548,268,23,0,370,99,57,1340,6,311,120,138,339,711,63,21,0,473,133,23,87,9
"84",84,"1",148,8,104,23,1424,250,608,165,103,609,788,2,9,39,1222,298,189,56,162,502,36,536,1296,1355,45,145,298,5,60,101,71,4240,62,7402,204,10,2,305,115,49,1296,20,275,114,120,171,816,52,4,0,427,164,59,127,0
"85",85,"1",288,8,156,101,1349,339,766,88,139,906,670,29,13,49,1346,432,96,63,85,433,36,624,1755,1049,114,273,209,5,64,75,48,2206,77,11755,131,24,0,511,79,30,1213,51,278,103,181,210,803,129,7,0,329,95,28,166,19
"86",86,"1",163,7,272,21,1035,395,1129,61,153,806,1061,40,11,22,1141,589,146,92,134,581,26,755,2263,1226,103,264,216,11,100,109,72,4287,113,8631,340,28,0,623,94,73,1510,69,309,275,143,213,822,138,9,0,389,374,14,154,1
"87",87,"1",168,9,273,75,1256,372,925,248,126,1413,1014,6,12,46,1841,616,191,137,93,586,31,790,2221,834,159,169,172,7,122,203,76,3150,114,7532,396,46,1,693,108,49,1807,25,339,155,100,346,1203,126,11,2,601,299,37,170,8
"88",88,"1",151,5,212,82,1431,386,741,215,190,739,356,9,21,13,1585,495,181,88,185,462,20,738,1970,764,142,181,234,4,132,102,55,2953,87,7249,281,89,0,1115,105,59,1621,50,314,160,130,201,796,129,24,0,561,371,49,154,11
"89",89,"1",180,5,210,4,715,297,412,0,127,822,605,3,6,4,1197,571,402,77,253,348,20,513,1705,631,143,300,150,7,125,84,50,3881,47,6199,353,57,0,1380,29,66,1250,95,215,131,94,200,514,129,9,0,483,14,65,147,10
"90",90,"1",175,2,135,190,2318,376,1853,207,134,744,828,3,4,64,1151,483,260,133,90,595,8,858,1566,580,114,238,140,0,173,120,55,3505,126,4867,271,42,0,1317,81,46,1013,39,384,62,50,170,594,142,4,1,453,391,18,218,4
"91",91,"1",249,8,187,291,1982,341,545,186,171,811,742,41,2,30,1551,430,466,84,143,331,13,511,1556,1007,97,204,134,4,80,107,44,3581,101,4324,187,17,0,806,127,46,1379,-337,410,169,70,323,914,88,2,0,640,155,21,127,16
"92",92,"1",283,6,208,130,1729,431,2109,269,108,440,910,59,6,36,2049,361,123,177,180,463,19,581,1745,1037,154,178,196,2,100,144,97,3478,138,5659,269,35,0,392,87,57,1379,0,341,153,103,364,820,150,5,0,636,196,10,224,5
"93",93,"1",222,2,310,207,1961,384,631,108,155,1339,806,68,4,34,1827,621,175,335,175,481,30,963,3079,1280,221,259,184,3,364,127,82,4124,169,6341,388,30,0,577,123,68,1571,315,415,156,98,488,937,170,2,0,734,375,42,210,6
"94",94,"1",194,2,276,211,1834,993,821,134,167,885,670,18,5,34,2723,652,520,216,231,401,28,888,4946,1375,243,281,304,2,284,190,50,2207,145,8286,444,39,0,475,103,50,1964,46,443,153,84,449,944,161,2,1,596,216,29,306,20
"95",95,"1",187,0,235,99,1222,712,661,134,171,306,650,0,2,17,2119,719,650,249,126,372,25,1151,2379,674,261,284,201,1,424,141,73,3327,138,10683,496,55,0,418,73,76,1328,31,430,183,107,300,844,168,16,2,770,368,15,331,4
"96",96,"1",208,2,246,92,1101,473,687,458,142,689,234,0,2,10,2126,620,381,107,169,261,25,820,1590,701,156,193,171,3,228,99,71,3515,66,6013,282,64,0,376,60,58,1083,64,310,237,66,517,715,173,8,2,604,179,29,224,25
"97",97,"1",118,4,190,68,1517,364,728,128,51,610,770,116,1,20,1980,950,378,209,72,279,8,910,1524,454,214,183,174,1,361,70,74,2150,97,4077,205,75,0,362,27,43,1019,17,269,123,33,304,754,113,4,0,565,214,24,178,18
"98",98,"1",211,6,232,58,1362,435,315,413,102,708,378,1,2,35,2219,646,508,194,229,218,17,626,1840,1012,365,248,135,2,126,104,72,2668,150,3285,533,49,0,444,130,31,1595,12,218,122,68,235,905,107,7,3,804,207,18,225,16
"99",99,"1",175,4,254,80,2334,441,455,80,112,347,693,0,3,32,2253,626,467,210,163,374,16,742,1963,974,463,227,120,0,263,122,44,2408,238,4718,379,42,0,534,63,61,868,65,321,146,61,281,971,156,0,4,623,325,14,232,8
"100",100,"1",143,0,446,74,1566,527,933,79,217,498,1131,1,4,32,2563,690,302,494,170,341,39,883,1940,905,492,246,137,1,456,119,92,2388,198,4702,560,34,0,724,145,64,2033,72,374,214,75,251,1233,173,4,0,885,324,16,352,15
"101",101,"1",226,9,314,29,1848,454,1064,184,335,1037,1005,0,1,19,3137,842,738,205,171,710,28,1741,2106,1000,594,397,277,0,506,196,164,2538,102,3879,415,40,0,716,130,69,1540,36,341,163,75,1275,1270,157,13,0,1055,320,26,466,7
"102",102,"1",317,1,402,62,1435,457,523,120,139,735,832,2,1,26,2450,688,758,353,2,429,29,1002,1952,843,498,229,314,2,494,141,119,2527,219,4559,592,46,0,592,103,56,1307,182,327,231,62,595,1091,152,7,0,830,249,33,346,13
"103",103,"1",277,3,276,59,1319,409,0,170,219,615,350,1,0,-2,2994,638,528,314,342,200,33,993,1824,612,435,109,300,0,354,83,89,3027,118,3699,154,38,0,579,121,45,1008,51,188,137,43,495,866,194,11,0,940,560,11,304,7
"104",104,"1",224,2,279,38,1261,272,686,80,154,819,732,0,1,47,2341,588,534,208,147,363,20,948,1000,193,571,327,322,2,437,154,70,1525,180,2524,203,34,0,560,72,79,913,69,175,131,37,412,835,151,5,0,821,104,29,273,10
"105",105,"1",325,1,386,56,2515,457,648,83,152,542,526,0,3,21,2049,568,408,242,452,323,21,708,1184,395,617,330,143,0,319,38,48,2324,107,2302,412,41,0,495,83,80,975,49,281,84,53,272,1152,123,5,0,764,187,18,334,8
"106",106,"1",254,1,402,86,1939,464,374,407,139,563,848,0,1,31,2275,863,293,266,124,403,28,1046,1754,688,728,217,245,0,329,79,105,1297,153,2746,500,57,1,607,74,77,1022,44,272,95,59,182,1155,156,1,0,-2,639,34,356,27
"107",107,"1",355,3,238,83,1694,544,789,161,193,826,800,0,3,20,2638,656,655,347,227,253,76,1213,1696,564,785,262,245,0,419,114,102,1745,202,3526,648,48,0,555,129,73,1160,63,325,206,126,371,1241,119,8,2,1314,314,21,317,4
"108",108,"1",339,3,581,53,2135,455,627,144,245,371,565,2,0,27,2886,678,398,511,125,203,44,1116,1612,676,723,404,164,2,640,84,104,1819,181,2873,448,54,0,887,94,79,1352,125,249,225,239,168,1261,195,3,1,772,290,26,381,9
