"","X","date","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District.of.Columbia","Florida","Georgia","Guam","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New.Hampshire","New.Jersey","New.Mexico","New.York","North.Carolina","North.Dakota","Northern.Mariana.Islands","Ohio","Oklahoma","Oregon","Pennsylvania","Puerto.Rico","Rhode.Island","South.Carolina","South.Dakota","Tennessee","Texas","Utah","Vermont","Virgin.Islands","Virginia","Washington","West.Virginia","Wisconsin","Wyoming"
"192",192,"1",1961,118,3203,752,8004,610,140,99,69,9007,3797,2,122,475,1869,917,468,877,849,1799,24,1167,514,826,771,1168,1403,148,445,1108,39,690,212,642,1979,168,0,1533,746,344,934,209,72,1444,79,2978,10956,544,7,21,984,626,220,909,40
"193",193,"1",1626,150,2911,662,7234,409,0,89,79,9642,3492,3,86,378,1531,973,540,26,631,0,25,1018,428,698,725,1134,938,104,180,1065,30,369,196,754,1645,133,2,928,1250,307,681,1091,0,1583,103,2311,5134,496,7,15,904,923,93,1044,43
"194",194,"1",2095,157,1454,637,6430,442,0,72,69,7104,2722,0,45,234,1482,758,430,194,354,3467,21,910,418,407,759,672,565,112,311,1063,21,321,220,531,1266,58,1,944,495,280,570,539,0,1189,88,1349,6535,421,5,0,980,512,119,926,39
"195",195,"1",1217,80,1033,787,6298,320,252,106,39,4752,1954,9,206,373,1524,580,182,859,534,1099,12,870,199,646,613,572,1099,56,254,966,26,264,114,542,1467,125,1,932,385,298,899,380,224,1163,65,1096,8782,396,1,18,1322,851,119,481,40
"196",196,"1",1041,61,1031,784,5023,373,48,82,85,5446,2952,7,143,519,1360,833,326,59,709,3615,5,711,546,790,602,1074,1214,111,222,1020,33,356,210,746,1488,148,0,1143,866,305,828,533,144,1239,59,1752,9564,447,4,24,1143,817,78,792,36
"197",197,"1",952,58,1693,912,5518,651,115,159,45,5409,3933,14,172,497,1876,741,605,788,614,1486,17,584,440,752,618,1245,1061,121,311,663,26,335,226,639,1218,124,0,1199,1103,279,727,327,91,1282,89,1653,9362,460,5,38,792,561,108,984,39
"198",198,"1",1938,40,1514,735,8237,490,20,69,75,7650,2905,8,151,656,1991,1056,723,106,612,1303,5,598,231,774,861,956,1224,140,332,786,23,374,207,694,2024,120,1,1166,840,271,802,283,130,1325,105,2214,7635,554,9,21,997,667,118,892,35
"199",199,"1",1709,65,1360,1011,7129,448,75,80,71,7686,3976,14,201,563,2017,1245,361,813,712,1500,17,797,417,813,545,1036,1146,150,283,928,37,360,192,720,1555,150,0,1204,839,408,784,752,127,1422,98,2421,8164,498,3,6,2015,919,156,1117,42
"200",200,"1",1872,85,1122,772,8016,410,0,57,64,8502,4032,1,231,520,2049,1039,391,26,839,0,12,762,420,696,916,1210,389,118,141,848,39,368,150,706,1882,181,1,1294,836,353,588,738,0,1241,106,1785,6339,291,6,0,1307,371,130,975,13
"201",201,"1",1161,100,860,572,7086,308,0,73,100,6229,2839,0,152,204,1366,1046,608,153,330,2653,16,908,329,507,797,527,1185,63,187,797,13,344,200,513,1335,88,0,879,491,261,646,697,0,975,128,2063,5787,309,5,19,897,902,131,604,37
"202",202,"1",1686,66,548,645,11023,305,247,59,54,4155,2129,6,140,470,1429,663,245,949,423,562,7,756,275,637,618,476,987,80,264,744,9,258,129,478,756,117,1,883,401,216,957,700,196,724,58,1179,6790,357,3,29,663,977,60,592,-8
"203",203,"1",831,50,1146,383,11811,383,117,65,89,5831,3644,16,118,500,1593,891,357,87,698,1164,1,582,392,889,323,644,1067,93,334,586,21,444,199,667,1068,172,0,1095,763,294,792,582,119,971,50,1036,7716,349,10,63,996,394,121,719,31
"204",204,"1",935,66,742,703,9019,360,22,66,63,8109,3763,15,202,513,1729,712,452,796,1109,1184,20,556,293,464,469,1081,1423,167,214,524,26,449,173,706,1339,85,0,1422,667,247,904,671,76,844,102,1486,6927,345,6,0,776,551,133,559,13
"205",205,"1",771,95,1328,652,8115,395,76,202,65,6236,2326,28,354,534,1929,1067,705,110,760,1135,19,769,423,1138,690,612,1561,138,416,680,34,656,171,736,1593,201,0,1178,709,286,985,372,111,935,82,1998,6980,356,6,65,1101,925,143,1076,33
"206",206,"1",752,119,960,626,10031,345,115,373,94,6148,3319,25,231,498,2250,1103,594,1159,706,1298,26,702,305,850,730,944,1372,134,328,988,43,570,173,724,1538,151,1,1131,792,299,824,682,95,932,127,1978,8865,511,17,30,1216,486,123,980,64
"207",207,"1",1271,85,860,-400,8738,281,0,56,41,6352,3016,0,282,308,1678,1054,793,48,665,0,29,807,471,1018,690,825,1137,99,253,848,16,278,142,738,1412,122,0,1117,905,404,757,567,0,1041,94,1306,7673,365,8,0,912,555,183,799,44
"208",208,"1",853,106,884,673,6527,320,0,55,61,3779,1821,0,217,174,1563,743,382,201,206,1181,24,535,394,492,739,381,1051,88,131,726,8,13,106,609,1155,143,0,613,544,244,544,311,0,615,156,1849,8121,239,6,7,937,758,107,686,59
"209",209,"1",571,50,473,412,6483,203,370,85,53,2678,1676,56,173,319,1874,605,382,1049,727,567,29,504,248,549,564,276,1395,59,191,648,16,312,92,410,831,60,3,775,369,199,611,754,237,456,86,1122,5594,284,12,19,734,615,68,550,45
"210",210,"1",1357,67,904,410,5508,283,-12,57,52,3838,2840,19,134,373,1864,890,372,88,660,640,16,504,222,655,345,795,871,57,262,730,13,331,79,662,1199,135,1,861,615,224,600,953,120,719,83,1054,8162,349,3,36,861,523,99,721,29
"211",211,"1",1117,70,637,729,6243,269,59,50,29,4115,2574,22,260,343,2082,509,340,701,688,796,21,435,352,708,557,1348,1043,109,215,375,19,319,170,626,1350,186,0,958,597,202,664,221,103,739,123,2014,5403,362,3,32,737,562,70,687,70
"212",212,"1",971,85,737,549,6659,342,118,75,55,4555,3033,105,235,423,2001,949,992,112,742,918,18,568,313,536,690,894,1110,119,308,572,14,100,202,599,1931,274,0,1122,746,289,786,209,76,909,125,1450,5277,456,4,41,863,690,181,863,38
"213",213,"1",1183,71,620,887,6590,373,87,52,60,4684,2881,63,228,258,2222,1055,798,966,732,899,33,678,488,58,825,874,1309,144,278,874,21,290,144,707,1922,232,0,1043,1077,259,725,703,151,1058,193,1672,5505,513,4,91,978,503,84,828,56
"214",214,"1",900,91,984,547,5334,281,0,58,65,4311,2614,0,284,298,2348,1013,665,133,793,0,32,579,144,1312,734,945,1247,153,154,577,21,529,207,651,1622,262,0,1119,853,276,699,731,0,917,251,1434,5751,334,12,0,1212,566,119,845,19
"215",215,"1",528,64,208,375,4619,502,0,67,56,2974,1619,0,244,165,1833,617,445,182,176,1223,18,578,0,734,717,626,871,52,109,528,15,148,94,581,1424,140,0,637,566,227,519,319,0,693,141,1634,2988,175,4,24,894,392,87,465,36
"216",216,"1",1650,70,304,320,6292,259,492,47,49,2258,2210,140,169,287,1764,1660,500,1282,656,623,21,550,662,941,714,511,915,66,158,395,27,225,73,404,1537,124,0,849,357,236,567,722,280,563,149,675,5477,326,9,14,664,547,40,550,24
"217",217,"1",532,-5,872,480,6084,476,29,20,45,2673,2253,77,215,388,1756,858,665,81,741,550,12,386,398,926,409,801,992,139,332,442,16,302,66,629,1258,229,0,844,650,234,557,102,70,937,134,826,6086,419,6,32,1005,342,83,698,31
"218",218,"1",2012,50,202,649,5292,170,180,24,38,3220,2629,136,275,320,2060,943,1258,1475,744,1404,21,442,336,903,532,904,1342,158,348,217,9,236,197,568,1523,238,0,1089,666,167,520,24,82,605,292,1899,6129,428,5,0,823,573,145,767,50
"219",219,"1",1769,81,677,722,5350,360,130,-10,72,3269,2523,112,306,358,1726,1163,2620,138,780,677,25,562,368,846,1154,585,1325,153,374,592,35,307,188,789,2007,333,0,1244,712,200,635,639,135,505,343,1783,3811,370,9,45,1121,545,93,916,38
"220",220,"1",1162,122,522,838,5427,452,145,107,57,3815,2300,55,264,317,2454,821,1344,1106,615,606,22,588,460,812,850,599,1536,126,335,660,22,358,122,635,1439,310,0,1296,710,294,866,605,94,1353,323,1631,4845,403,3,0,1013,645,191,848,41
"221",221,"1",1704,111,623,795,4110,168,0,266,74,3197,2359,0,309,231,1754,1125,1008,101,977,0,53,644,446,801,1017,735,1524,170,317,592,30,349,136,635,2379,374,2,1216,1093,224,752,562,0,1298,425,1496,5342,415,16,54,1217,437,143,783,21
"222",222,"1",1346,51,378,478,4090,189,0,-6,34,2583,1137,0,200,160,1973,882,763,102,256,1624,23,496,199,494,932,647,1160,84,293,405,8,291,105,709,977,218,0,922,667,261,561,298,0,1075,380,939,2713,368,11,5,938,288,143,544,36
"223",223,"1",823,39,171,368,5952,282,384,86,33,1885,1425,108,132,222,1903,883,653,1396,714,326,14,456,304,565,675,274,1195,100,241,337,21,349,69,649,1479,114,0,895,713,169,703,351,266,668,187,1784,3770,312,8,5,847,596,140,422,22
"224",224,"1",1558,34,509,273,4087,321,127,106,57,7569,2306,52,181,447,1433,711,594,84,878,689,22,611,355,806,491,634,1086,86,287,390,22,330,108,757,1977,184,1,1453,666,235,751,222,53,854,240,1241,5217,339,11,4,1021,343,257,955,24
"225",225,"1",623,72,523,615,5407,274,102,14,28,2402,1938,47,338,356,2167,865,617,1038,942,1151,19,455,-7757,634,733,781,1560,189,421,219,12,308,152,710,1174,267,0,1157,719,127,986,582,76,657,254,1559,4310,445,2,1,927,493,135,573,45
"226",226,"1",1046,106,1066,1392,5363,288,101,104,58,3571,2574,66,211,302,1433,1118,1230,226,1363,813,50,696,415,790,1038,751,1418,188,474,392,38,378,200,888,1651,362,0,1345,909,271,1001,195,65,1193,334,2195,3477,462,0,6,1126,566,203,858,28
"227",227,"1",1108,129,722,1174,5293,341,156,99,51,3198,1991,59,271,267,5538,1040,1064,1294,1433,822,15,828,212,1077,843,823,1602,143,192,464,21,449,90,863,2057,344,0,1332,1013,249,959,43,100,1629,259,1092,5468,528,5,0,1111,601,192,1400,50
"228",228,"1",1410,98,832,548,4382,341,0,140,52,3656,2168,52,219,256,2629,1083,933,2,516,0,35,772,438,797,914,539,1719,132,144,401,56,325,146,799,1276,361,1,1341,1147,252,764,251,0,964,293,1773,4457,424,5,17,948,179,252,998,17
"229",229,"1",511,89,254,698,3160,264,0,151,41,2564,1492,-52,162,169,1424,843,520,100,156,1395,15,453,366,43,707,410,1210,94,86,527,23,311,59,729,1017,297,0,773,420,188,601,41,0,663,220,1696,2092,296,1,14,1199,469,123,889,26
"230",230,"1",659,34,199,356,2456,197,0,206,36,1838,531,0,104,100,1343,590,327,1258,373,309,19,821,229,1078,638,242,872,68,84,337,29,332,37,525,1071,170,1,778,613,146,756,842,0,655,191,942,871,392,3,9,645,116,163,575,0
"231",231,"1",633,33,77,477,3424,180,417,59,47,1823,1446,94,197,308,1580,390,481,469,332,256,12,356,171,596,383,249,1249,69,502,117,18,277,37,557,938,71,0,656,833,164,533,129,349,301,103,649,4218,372,3,1,836,563,86,749,71
"232",232,"1",811,65,500,498,3083,288,89,0,25,2056,1940,45,98,246,1385,724,576,511,641,1561,21,336,181,968,260,426,1402,90,440,152,23,329,87,573,911,238,0,973,876,119,867,3,84,305,168,852,4722,306,2,6,882,480,147,913,48
"233",233,"1",1148,125,454,548,3821,285,222,158,25,2583,1964,88,169,320,1959,788,954,54,934,464,26,504,403,944,381,517,1231,195,456,303,56,424,161,756,1274,332,0,1121,771,187,677,772,106,379,263,1879,2739,452,5,4,1236,597,209,1589,48
"234",234,"1",1138,108,523,1184,4108,305,233,93,81,3650,1654,17,170,327,2376,1274,851,950,897,755,32,643,440,1423,467,853,1608,123,468,266,47,474,134,861,1599,241,0,1240,942,227,1009,302,123,2454,283,1352,5407,607,7,0,1115,465,157,1440,65
"235",235,"1",943,106,603,723,3456,430,0,167,59,3190,2077,0,129,234,2008,1074,805,5,838,0,42,659,554,729,872,445,1800,129,267,405,32,449,98,849,1371,467,1,1242,1017,268,891,511,0,932,320,1289,2626,487,9,19,1300,367,347,1430,33
"236",236,"1",1109,62,386,509,2808,330,0,123,40,2423,1396,0,112,105,1383,1243,471,10,420,1281,29,724,286,27,723,254,1518,91,80,357,44,297,100,725,1020,426,0,837,695,181,0,288,0,1886,201,758,4020,616,7,0,874,220,178,1621,49
"237",237,"1",704,77,212,408,3673,391,569,88,30,1736,984,64,79,291,1529,735,394,1463,575,492,40,547,254,1201,638,144,1454,127,454,241,18,334,81,586,1122,254,1,1079,869,151,1409,370,225,816,163,2188,4606,559,12,1,757,684,121,841,46
"238",238,"1",701,43,489,870,2855,543,136,200,65,3116,1657,39,64,322,1511,690,653,135,804,371,15,598,313,702,402,505,1630,117,328,240,34,436,81,767,1039,233,0,1001,1091,176,1037,422,120,790,193,1194,6962,566,6,11,943,361,156,1438,46
"239",239,"1",927,52,696,722,3401,493,135,97,56,2355,2007,47,101,288,1902,580,958,823,737,612,23,642,306,804,462,711,1310,206,449,248,32,390,118,653,1314,269,0,1033,970,192,808,112,108,652,297,1708,4525,753,0,0,845,492,220,1499,128
"240",240,"1",670,105,1752,992,3626,545,220,84,47,3255,1856,32,159,330,2088,838,1185,210,689,478,21,630,429,1012,909,701,1557,234,502,415,34,569,158,893,1507,390,1,1067,1034,212,924,583,130,1324,395,1302,4389,892,3,6,1101,387,234,2118,86
"241",241,"1",1106,115,2000,871,4492,664,141,48,62,3204,1951,29,137,434,2226,1037,974,1364,743,979,43,542,454,764,1085,497,1993,213,466,361,47,487,151,793,1365,507,0,1011,1249,283,747,817,132,872,389,2005,3229,1124,1,19,1242,482,253,2592,95
"242",242,"1",1301,85,-112,1078,3640,417,0,83,50,3573,1889,0,109,266,2461,1082,946,17,913,0,30,548,599,554,914,655,1247,259,410,371,59,461,162,983,1079,377,6,951,1237,249,701,1309,0,922,369,1310,3262,1107,4,0,953,303,191,2398,33
"243",243,"1",798,91,467,563,3001,554,0,117,53,2521,1037,0,77,144,1316,746,625,13,345,936,44,549,359,36,1296,277,1206,132,286,390,27,453,67,865,1227,351,0,762,1003,202,663,845,0,468,252,1604,5546,881,5,12,856,283,180,1734,91
"244",244,"1",818,71,233,641,4140,688,497,101,23,1685,879,73,56,428,1659,523,596,1523,492,243,27,412,256,1507,925,192,1814,184,305,205,5,392,104,575,1115,286,1,856,1101,197,805,638,312,416,173,1104,22276,630,4,0,627,634,117,1313,73
"245",245,"1",804,46,595,617,2860,616,136,94,43,2470,955,43,63,480,1479,613,668,281,719,752,40,341,173,751,480,465,1760,283,440,257,38,426,107,751,1165,264,0,685,1164,324,783,120,112,2665,320,821,4333,654,2,9,872,430,213,1737,72
"246",246,"1",569,54,438,982,3273,634,155,69,29,2590,1867,45,167,354,1820,714,1282,1118,966,616,25,384,543,886,678,552,1550,242,450,531,17,408,197,666,1173,473,0,903,1089,190,861,64,133,897,445,1522,4482,890,1,12,580,809,120,1883,153
"247",247,"1",1053,140,568,1086,3321,559,157,117,56,2541,1537,28,88,517,2289,903,1037,106,640,577,44,500,481,1108,912,737,1361,347,453,431,37,564,237,953,1805,470,0,991,1083,356,848,1182,134,1021,463,1053,4828,1219,2,0,902,555,202,2467,136
"248",248,"1",2452,118,515,897,4062,761,115,138,57,2847,1755,23,131,681,2755,1175,1038,1391,920,706,20,557,488,1043,1177,722,2059,275,431,592,41,548,263,909,5422,434,0,1150,1276,459,830,1063,-130,1195,457,1648,3265,1370,7,6,941,552,247,2612,115
"249",249,"1",933,111,459,809,3481,467,0,71,52,2795,1464,0,127,183,2308,1163,877,0,888,0,25,478,569,929,1470,645,1395,287,434,534,36,750,205,1006,1583,495,0,1115,990,253,886,508,0,1371,579,1436,2998,1019,8,21,975,365,205,2894,45
"250",250,"1",730,115,411,487,2484,499,0,104,35,1882,768,0,98,90,1588,902,716,126,347,923,28,567,592,37,1075,182,1176,183,467,356,51,698,152,868,1166,344,0,800,823,239,833,891,0,614,408,1832,5897,1060,3,0,736,308,190,2249,168
"251",251,"1",662,118,276,807,3098,495,560,129,14,738,642,0,87,885,1898,860,632,1815,618,240,12,476,430,1373,904,190,1779,412,515,493,36,559,141,836,1090,259,0,993,861,175,872,1118,243,568,197,954,3140,826,3,1,449,774,164,1822,121
"252",252,"1",571,125,672,706,3143,491,182,142,36,3266,1056,157,85,468,1504,746,978,158,918,533,37,434,512,1117,809,589,922,287,466,378,25,456,172,1188,887,418,0,1105,1025,302,1577,1045,132,1179,259,868,6864,694,4,0,923,415,180,2424,67
"253",253,"1",1147,105,326,942,3186,632,221,82,26,1948,1466,45,119,695,2262,968,1014,1006,909,610,54,412,532,1175,688,552,1249,354,520,393,33,708,278,1005,1620,445,1,1080,980,257,916,288,192,308,392,1498,3484,917,3,0,755,549,156,2428,127
"254",254,"1",1043,131,703,1124,3181,633,192,174,32,2628,1525,62,105,366,2176,1164,1235,146,789,551,40,780,754,990,1066,696,1713,447,621,423,51,614,226,1383,2214,372,0,1327,1170,311,943,312,166,381,747,1244,4039,1046,3,8,450,606,176,3004,135
"255",255,"1",954,126,564,958,4058,731,555,150,65,2660,1396,67,94,613,2429,1500,1000,1321,947,817,37,714,761,993,1166,672,1947,418,792,778,217,740,339,1601,1817,476,0,1495,1190,315,1192,680,162,862,386,1079,5727,1076,13,0,966,561,283,2820,131
"256",256,"1",1682,147,625,746,3130,475,0,188,50,2787,1535,82,133,174,2267,1455,819,22,1010,0,18,483,672,1179,1421,609,1101,446,426,544,63,947,296,1728,2014,440,0,1157,1189,332,0,628,0,1706,464,1190,5449,1056,10,1,1116,433,161,3022,151
"257",257,"1",789,189,354,488,3141,460,0,118,46,1868,837,-82,70,262,1411,1087,442,33,510,893,33,591,644,51,1039,321,865,248,404,305,48,626,181,1226,592,416,3,941,569,259,1891,300,0,691,432,1392,3029,1387,7,0,1067,367,160,1923,139
"258",258,"1",544,211,334,417,3085,640,823,120,28,1415,741,136,50,868,2210,784,517,1338,701,218,26,492,515,1470,973,215,1606,389,452,410,35,511,155,937,2404,312,2,1057,665,285,965,630,343,577,180,2341,3977,1115,32,-5,687,675,114,1839,125
"259",259,"1",764,145,846,641,2602,506,121,103,105,2251,974,65,83,655,1562,996,648,260,954,532,20,414,495,1144,941,975,1875,506,498,492,51,629,315,1394,1393,503,0,1335,1364,291,1129,432,177,811,278,1654,4658,716,4,-1,625,492,194,2106,141
"260",260,"1",941,128,621,809,3410,875,123,84,45,2582,1668,50,106,746,2624,1288,1296,1054,928,2156,39,467,535,1230,911,563,2090,561,639,464,69,509,425,1356,1911,493,0,1424,1006,299,1295,31,180,735,1030,2029,5942,1073,6,1,509,806,203,2490,129
"261",261,"1",557,135,849,1265,3652,776,384,132,68,3306,1373,66,101,615,3111,1461,1544,165,881,524,35,761,444,1417,1271,578,1470,572,663,471,78,1298,384,1835,2389,527,0,1539,1212,475,1421,526,269,1050,535,1979,4558,1453,11,2,1844,727,186,3237,193
"262",262,"1",1490,180,694,1167,3844,882,290,145,78,2908,1792,55,164,826,2776,1834,1274,1790,1083,257,27,733,765,1332,1390,862,2302,712,109,814,92,865,485,1593,2018,656,0,1840,1524,417,1381,598,249,921,774,1558,4506,1332,8,0,1114,610,382,3218,243
"263",263,"1",1061,251,884,908,3074,979,0,171,75,0,1417,67,71,253,2782,1925,1076,107,997,0,30,517,639,1526,1516,957,3165,640,1719,678,122,864,481,1448,2203,588,2,1356,1533,387,1452,472,0,945,732,1770,3455,1390,11,1,1256,386,206,2921,120
"264",264,"1",816,258,590,613,2774,705,0,132,66,5570,1235,22,101,228,2702,1570,842,38,728,1181,27,684,563,42,1440,294,282,615,495,459,51,751,261,1143,1605,637,0,1291,766,338,1016,307,0,785,617,1833,2975,1147,11,0,811,304,215,2674,156
"265",265,"1",734,197,497,654,2883,747,1339,159,38,1533,906,92,42,508,2770,1574,510,1927,716,60,29,504,760,1836,1171,296,979,472,457,511,65,469,379,1032,1495,473,0,1430,797,209,1024,563,0,649,361,2819,4047,1035,8,0,854,738,153,2229,191
"266",266,"1",1117,155,677,680,3655,915,320,105,46,2725,1181,96,61,1324,3405,1572,1080,234,893,682,28,482,749,1558,1135,713,1036,477,704,537,71,988,351,1391,1783,508,0,1447,1309,316,1829,306,666,828,414,1178,5633,946,10,3,1235,1046,274,3482,162
"267",267,"1",784,143,911,1079,3480,791,164,71,64,2883,1544,75,98,547,2964,1165,1374,1273,1311,880,36,574,580,1567,1369,876,3717,639,924,557,70,939,577,1235,1970,702,0,2039,1122,387,1283,976,204,926,876,1717,5712,1193,3,0,805,757,263,3304,213
"268",268,"1",1185,165,1088,1278,3286,1238,167,95,34,3356,1791,86,88,937,4087,1947,1327,150,1132,743,20,629,587,2517,1163,1322,1929,722,961,554,77,971,668,1464,2526,706,3,2178,1221,361,1546,569,274,1297,797,2215,5783,1470,14,1,1331,770,264,4039,198
"269",269,"1",1212,228,760,1015,3721,1269,802,164,89,3449,1786,111,85,763,5008,2298,1514,1694,1354,774,29,780,767,2218,2290,1116,2622,631,1286,751,88,810,812,1703,2694,864,0,2148,1472,411,1683,327,253,1147,793,744,5591,1475,12,0,1183,695,498,4172,290
"270",270,"1",1288,214,904,883,2156,1092,0,218,79,4044,1589,0,94,348,3568,2485,952,107,1059,0,48,641,584,115,1694,751,1890,610,620,1016,111,934,573,1788,1988,744,6,2234,1195,369,1485,238,0,961,806,2509,4426,1334,11,6,1114,521,221,0,151
"271",271,"1",964,224,737,644,2089,999,0,151,36,2539,1305,0,82,510,4083,1605,636,106,715,1143,26,686,730,78,1722,0,1502,537,734,526,69,1275,445,1390,2096,717,0,1562,796,216,1102,643,0,776,658,2518,5383,1097,11,0,900,349,280,0,209
"272",1,"2020-01-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
